"Anita";55734
"Anite";19
"Anitha";620
"Anitra";43
"Anitta";262
"Aniya";18
"Aniza";10
"Anja";4979
"Anja-Liisa";..
"Anjali";67
"Anjana";41
"Anje";13
"Anjela";32
"Anjelica";51
"Anjelika";31
"Anjelina";28
"Anjel";15
"Anjeza";18
"Anji";25
"Anjila";11
"Anju";37
"Anjuli";..
"Anjuman";12
"Anjum";17
"An";174
"Anka";110
"Ankarloo";10
"Anke";136
"Anker";14
"Ankica";169
"Ankie";49
"Anki";515
"Ankita";51
"Anlaug";..
"Anmari";20
"Anmar";25
"Anmol";16
"Ann Britt ";52
"Ann Caroline";10
"Ann Cathrine ";23
"Ann Cathrin ";19
"Ann Catrine ";19
"Ann Catrin ";28
"Ann Charlotte ";186
"Ann Charlott";43
"Ann Chatrine ";11
"Ann Christina";13
"Ann Christine";93
"Ann Christin ";162
"Ann Helene";..
"Ann Helen";28
"Ann Helén";12
"Ann Jeanette";12
"Ann Karin ";10
"Ann Kathrin";12
"Ann Katrin ";61
"Ann Kristina";16
"Ann Kristin";164
"Ann Louise";100
"Ann Margreth ";12
"Ann Margret";33
"Ann Marie";97
"Ann Mari";48
"Ann Sofie ";90
"Ann Sofi";61
"Ann Sophie";10
"Anna Birgitta";15
"Anna Brita ";42
"Anna Britta";56
"Anna Britt";33
"Anna Carin ";155
"Anna Charlotta ";31
"Anna Christina";58
"Anna Clara ";27
"Anna Elisabet";14
"Anna Eva";10
"Anna Greta";209
"Anna Helena";39
"Anna Kajsa";19
"Anna Karin";956
"Anna Katarina ";44
"Anna Kerstin ";20
"Anna Klara ";29
"Anna Kristina ";103
"Anna Lena ";511
"Anna Liisa";40
"Anna Lisa";228
"Anna Lotta";..
"Anna Louise ";14
"Anna Lovisa";..
"Anna Maija";13
"Anna Maja ";..
"Anna Maj";20
"Anna Margareta";36
"Anna Maria";832
"Anna Marie ";30
"Anna Märta ";43
"Anna Pia ";20
"Anna Sara ";33
"Anna Sofia ";77
"Anna Stina";105
"Annabel";125
"Annabella";159
"Anna-Bella";30
"Annabelle";370
"Anna-Belle";27
"Annabell";147
"Anna-Bell";37
"Anna-Berta";..
"Anna-Beth";15
"Anna-Birgitta";12
"Anna-Brita";193
"Anna-Britta";484
"Annabritt";10
"Anna-Britt";426
"Anna-Caisa";13
"Anna-Cajsa";29
"Anna-Cari";30
"Anna-Carina";53
"Annacarin";131
"Anna-Carin";1682
"Anna-Carolina";25
"Anna-Caroline";11
"Anna-Cecilia";33
"Anna-Charlotta";38
"Anna-Charlotte";18
"Anna-Christina";99
"Anna-Christine";13
"Annaclara";10
"Anna-Clara";228
"Anna-Elisabeth";11
"Anna-Erika";..
"Anna-Eva";36
"Anna-Filippa";12
"Anna-Frida";40
"Anna-Gerd";15
"Annagreta";40
"Anna-Greta";1860
"Anna-Gretha";20
"Anna-Gret";10
"Anna-Gun";12
"Anna-Helena";44
"Annahita";30
"Annah";104
"Anna-Ida";45
"Anna-Johanna";27
"Anna";300330
"Anna-Kaarina";..
"Anna-Kaisa";37
"Anna-Kajsa";174
"Anna-Kari";130
"Anna-Karina";13
"Annakarin";160
"Anna-Karin";8372
"Anna-Karolina";21
"Anna-Katarina";45
"Anna-Katharina";13
"Anna-Kersti";14
"Anna-Kerstin";197
"Annaklara";14
"Anna-Klara";211
"Anna-Kristina";141
"Anna-Kristin";16
"Anna-Lee";11
"Anna-Leena";61
"Anna-Lenah";20
"Annalena";314
"Anna-Lena";7959
"Annalie";15
"Anna-Liisa";478
"Annali";13
"Anna-Li";19
"Annalill";34
"Anna-Lill";135
"Annalina";11
"Anna-Lina";16
"Anna-Linda";20
"Anna-Linnea";20
"Anna-Linnéa";19
"Annalisa";202
"Anna-Lisa";3302
"Annalise";23
"Anna-Lise";12
"Annalis";..
"Anna-Lis";27
"Annalotta";16
"Anna-Lotta";147
"Anna-Louise";27
"Anna-Lovisa";23
"Anna-Maija";99
"Annamaja";14
"Anna-Maja";130
"Annamaj";10
"Anna-Maj";238
"Anna-Malin";69
"Anna-Margareta";32
"Anna-Margaretha";13
"Annamaria";238
"Anna-Maria";2887
"Annamária";10
"Anna-Marie";191
"Annamari";20
"Anna-Mari";69
"Anna-Marit";11
"Anna-Marja";15
"Anna-Matilda";12
"Annamats";14
